Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
"{'y': 0.39193603, 'x': 0.53178906, 'confidence': 0.09740209}","{'y': 0.38241524, 'x': 0.5300992, 'confidence': 0.07798925}","{'y': 0.3856973, 'x': 0.5283826, 'confidence': 0.10851537}","{'y': 0.37097192, 'x': 0.52898854, 'confidence': 0.16163504}","{'y': 0.3604783, 'x': 0.49926442, 'confidence': 0.18150169}","{'y': 0.42788967, 'x': 0.49564633, 'confidence': 0.17325006}","{'y': 0.44319916, 'x': 0.50409967, 'confidence': 0.16160372}","{'y': 0.5205975, 'x': 0.51415443, 'confidence': 0.13470726}","{'y': 0.5215433, 'x': 0.5350415, 'confidence': 0.20690778}","{'y': 0.5414402, 'x': 0.52608746, 'confidence': 0.14812824}","{'y': 0.54263836, 'x': 0.527859, 'confidence': 0.19337103}","{'y': 0.5465924, 'x': 0.5250248, 'confidence': 0.22613326}","{'y': 0.5485842, 'x': 0.52872914, 'confidence': 0.23286055}","{'y': 0.61234576, 'x': 0.50498223, 'confidence': 0.065914035}","{'y': 0.6172403, 'x': 0.5335109, 'confidence': 0.08105014}","{'y': 0.6916111, 'x': 0.59107006, 'confidence': 0.12967072}","{'y': 0.69156295, 'x': 0.5920246, 'confidence': 0.13063066}"
"{'y': 0.5368844, 'x': 0.5586421, 'confidence': 0.15609281}","{'y': 0.540498, 'x': 0.55835056, 'confidence': 0.09947576}","{'y': 0.5317135, 'x': 0.5544596, 'confidence': 0.15258318}","{'y': 0.5267614, 'x': 0.55307835, 'confidence': 0.14710897}","{'y': 0.5293721, 'x': 0.54749316, 'confidence': 0.19781911}","{'y': 0.5498143, 'x': 0.5534917, 'confidence': 0.1292288}","{'y': 0.554892, 'x': 0.55773616, 'confidence': 0.12966523}","{'y': 0.6207414, 'x': 0.6339189, 'confidence': 0.115001336}","{'y': 0.6060123, 'x': 0.566352, 'confidence': 0.05501523}","{'y': 0.6553015, 'x': 0.6051133, 'confidence': 0.07481256}","{'y': 0.6445129, 'x': 0.5744261, 'confidence': 0.07213793}","{'y': 0.6176612, 'x': 0.5755747, 'confidence': 0.05739886}","{'y': 0.6200879, 'x': 0.57856846, 'confidence': 0.05958834}","{'y': 0.6740402, 'x': 0.60038126, 'confidence': 0.10542396}","{'y': 0.67752403, 'x': 0.60259897, 'confidence': 0.098232575}","{'y': 0.6951738, 'x': 0.59994483, 'confidence': 0.113805644}","{'y': 0.6946698, 'x': 0.60745114, 'confidence': 0.1114045}"
"{'y': 0.54281425, 'x': 0.4518876, 'confidence': 0.097176865}","{'y': 0.53954333, 'x': 0.4537614, 'confidence': 0.11913913}","{'y': 0.5404831, 'x': 0.45339376, 'confidence': 0.11595966}","{'y': 0.53839535, 'x': 0.46081913, 'confidence': 0.13909592}","{'y': 0.5390572, 'x': 0.45855185, 'confidence': 0.116006106}","{'y': 0.54797256, 'x': 0.457666, 'confidence': 0.11497861}","{'y': 0.54847807, 'x': 0.46450144, 'confidence': 0.1495448}","{'y': 0.6624117, 'x': 0.385644, 'confidence': 0.21866071}","{'y': 0.5515096, 'x': 0.45963186, 'confidence': 0.078528896}","{'y': 0.6773082, 'x': 0.37618995, 'confidence': 0.17949736}","{'y': 0.673928, 'x': 0.36540446, 'confidence': 0.1855534}","{'y': 0.6902694, 'x': 0.37234154, 'confidence': 0.16510257}","{'y': 0.6903584, 'x': 0.36981544, 'confidence': 0.17082404}","{'y': 0.711593, 'x': 0.3850355, 'confidence': 0.13505694}","{'y': 0.7432138, 'x': 0.38068956, 'confidence': 0.15365417}","{'y': 0.7192245, 'x': 0.38261726, 'confidence': 0.1125491}","{'y': 0.7162996, 'x': 0.3849828, 'confidence': 0.10518118}"
"{'y': 0.68309647, 'x': 0.63221455, 'confidence': 0.23840275}","{'y': 0.68209624, 'x': 0.6310485, 'confidence': 0.21363384}","{'y': 0.68217283, 'x': 0.63185674, 'confidence': 0.20712422}","{'y': 0.68677914, 'x': 0.6335277, 'confidence': 0.22186115}","{'y': 0.68541217, 'x': 0.6324772, 'confidence': 0.19894174}","{'y': 0.3390982, 'x': 0.4017721, 'confidence': 0.11402056}","{'y': 0.41036913, 'x': 0.5017091, 'confidence': 0.019339537}","{'y': 0.47603756, 'x': 0.4365606, 'confidence': 0.032450613}","{'y': 0.5218676, 'x': 0.51650065, 'confidence': 0.05331313}","{'y': 0.5533705, 'x': 0.49848786, 'confidence': 0.035951275}","{'y': 0.5427121, 'x': 0.5131833, 'confidence': 0.04238918}","{'y': 0.47654194, 'x': 0.39580616, 'confidence': 0.091788955}","{'y': 0.5491849, 'x': 0.49753708, 'confidence': 0.044985484}","{'y': 0.63438034, 'x': 0.45411712, 'confidence': 0.04324679}","{'y': 0.67977977, 'x': 0.54582715, 'confidence': 0.029935313}","{'y': 0.71106297, 'x': 0.45758072, 'confidence': 0.03094264}","{'y': 0.74927974, 'x': 0.4865358, 'confidence': 0.024228046}"
"{'y': 0.6771698, 'x': 0.60994035, 'confidence': 0.23040374}","{'y': 0.6742484, 'x': 0.61027014, 'confidence': 0.21459095}","{'y': 0.67551583, 'x': 0.60817975, 'confidence': 0.2225179}","{'y': 0.67711014, 'x': 0.6117888, 'confidence': 0.20385982}","{'y': 0.6786392, 'x': 0.60479563, 'confidence': 0.19834839}","{'y': 0.47379154, 'x': 0.48718873, 'confidence': 0.041506827}","{'y': 0.4634588, 'x': 0.3928705, 'confidence': 0.09476734}","{'y': 0.56325215, 'x': 0.5246801, 'confidence': 0.032233816}","{'y': 0.6705647, 'x': 0.60195184, 'confidence': 0.13053152}","{'y': 0.6806809, 'x': 0.61079276, 'confidence': 0.12489395}","{'y': 0.96486807, 'x': 0.5807548, 'confidence': 0.2577314}","{'y': 0.650564, 'x': 0.50188094, 'confidence': 0.03144331}","{'y': 0.6711059, 'x': 0.4556143, 'confidence': 0.048675653}","{'y': 0.73302644, 'x': 0.52283233, 'confidence': 0.033466335}","{'y': 0.7193857, 'x': 0.59681046, 'confidence': 0.079856336}","{'y': 0.7078195, 'x': 0.6094562, 'confidence': 0.08429737}","{'y': 0.8304376, 'x': 0.5624325, 'confidence': 0.027597958}"
"{'y': 0.52415323, 'x': 0.5143632, 'confidence': 0.14686994}","{'y': 0.51922363, 'x': 0.5134396, 'confidence': 0.12409649}","{'y': 0.5199156, 'x': 0.513115, 'confidence': 0.12974443}","{'y': 0.52379996, 'x': 0.5160809, 'confidence': 0.13849813}","{'y': 0.52530587, 'x': 0.51750183, 'confidence': 0.14224672}","{'y': 0.5324619, 'x': 0.5106283, 'confidence': 0.19038774}","{'y': 0.5179809, 'x': 0.5092838, 'confidence': 0.13356127}","{'y': 0.5495637, 'x': 0.5219895, 'confidence': 0.088437945}","{'y': 0.5501254, 'x': 0.51283836, 'confidence': 0.12330771}","{'y': 0.5835924, 'x': 0.53314614, 'confidence': 0.069623545}","{'y': 0.71314156, 'x': 0.5986666, 'confidence': 0.22159901}","{'y': 0.5794361, 'x': 0.5101247, 'confidence': 0.09646104}","{'y': 0.58135337, 'x': 0.5092647, 'confidence': 0.104968615}","{'y': 0.78765607, 'x': 0.5910945, 'confidence': 0.18696205}","{'y': 0.78797185, 'x': 0.5880147, 'confidence': 0.18969959}","{'y': 0.73938537, 'x': 0.6105569, 'confidence': 0.098501176}","{'y': 0.7520076, 'x': 0.59723496, 'confidence': 0.091430195}"
"{'y': 0.67213833, 'x': 0.62258035, 'confidence': 0.39954457}","{'y': 0.66943765, 'x': 0.6233645, 'confidence': 0.37025163}","{'y': 0.6688812, 'x': 0.6208701, 'confidence': 0.38613853}","{'y': 0.6703922, 'x': 0.6230499, 'confidence': 0.34380782}","{'y': 0.6700621, 'x': 0.6160082, 'confidence': 0.34796858}","{'y': 0.6797287, 'x': 0.6229326, 'confidence': 0.31693086}","{'y': 0.68087053, 'x': 0.61311865, 'confidence': 0.33877772}","{'y': 0.6835208, 'x': 0.62310237, 'confidence': 0.1783785}","{'y': 0.6817138, 'x': 0.60840434, 'confidence': 0.21531808}","{'y': 0.6881772, 'x': 0.61331457, 'confidence': 0.27033967}","{'y': 0.6980896, 'x': 0.60081464, 'confidence': 0.2135649}","{'y': 0.72015, 'x': 0.6139571, 'confidence': 0.20030394}","{'y': 0.7198685, 'x': 0.6080035, 'confidence': 0.20279631}","{'y': 0.74955297, 'x': 0.60757107, 'confidence': 0.18983585}","{'y': 0.74866146, 'x': 0.5992875, 'confidence': 0.19406435}","{'y': 0.75090605, 'x': 0.60262555, 'confidence': 0.14359482}","{'y': 0.7505028, 'x': 0.60153574, 'confidence': 0.14822024}"
"{'y': 0.53297585, 'x': 0.5214894, 'confidence': 0.11802924}","{'y': 0.52642876, 'x': 0.52133447, 'confidence': 0.09623459}","{'y': 0.5286772, 'x': 0.51831603, 'confidence': 0.10394281}","{'y': 0.52378565, 'x': 0.52097887, 'confidence': 0.10256051}","{'y': 0.4702072, 'x': 0.49656096, 'confidence': 0.051771525}","{'y': 0.53326184, 'x': 0.509726, 'confidence': 0.1259579}","{'y': 0.5353306, 'x': 0.5016381, 'confidence': 0.12778746}","{'y': 0.54590476, 'x': 0.5182372, 'confidence': 0.06964187}","{'y': 0.5515691, 'x': 0.49650878, 'confidence': 0.069704115}","{'y': 0.583051, 'x': 0.52992254, 'confidence': 0.073405884}","{'y': 0.5703171, 'x': 0.4932651, 'confidence': 0.061527222}","{'y': 0.5745287, 'x': 0.5030876, 'confidence': 0.078135975}","{'y': 0.57806945, 'x': 0.5004156, 'confidence': 0.08301939}","{'y': 0.6559751, 'x': 0.5195648, 'confidence': 0.044212855}","{'y': 0.67018825, 'x': 0.5414152, 'confidence': 0.033616044}","{'y': 0.7102321, 'x': 0.5020367, 'confidence': 0.029590694}","{'y': 0.7294215, 'x': 0.50744605, 'confidence': 0.023461316}"
"{'y': 0.5618881, 'x': 0.43376124, 'confidence': 0.3412585}","{'y': 0.5586934, 'x': 0.4327636, 'confidence': 0.33475164}","{'y': 0.5580703, 'x': 0.4308023, 'confidence': 0.32149604}","{'y': 0.5368398, 'x': 0.4637785, 'confidence': 0.22815786}","{'y': 0.56111914, 'x': 0.4275649, 'confidence': 0.2898263}","{'y': 0.558712, 'x': 0.4621861, 'confidence': 0.23351769}","{'y': 0.5651713, 'x': 0.45129472, 'confidence': 0.18178411}","{'y': 0.58184433, 'x': 0.44126695, 'confidence': 0.24863213}","{'y': 0.58463126, 'x': 0.43344432, 'confidence': 0.261131}","{'y': 0.58199865, 'x': 0.4519587, 'confidence': 0.23909964}","{'y': 0.583488, 'x': 0.44625005, 'confidence': 0.24593768}","{'y': 0.6330082, 'x': 0.43392158, 'confidence': 0.10628759}","{'y': 0.6366043, 'x': 0.43273646, 'confidence': 0.10956348}","{'y': 0.67422915, 'x': 0.40369427, 'confidence': 0.16039838}","{'y': 0.67736423, 'x': 0.39996323, 'confidence': 0.15070412}","{'y': 0.67926747, 'x': 0.39583272, 'confidence': 0.12632659}","{'y': 0.7015752, 'x': 0.4015436, 'confidence': 0.0701292}"
"{'y': 0.69046664, 'x': 0.61625445, 'confidence': 0.27819526}","{'y': 0.6875664, 'x': 0.61523074, 'confidence': 0.25521725}","{'y': 0.68850285, 'x': 0.6154337, 'confidence': 0.26359937}","{'y': 0.6924552, 'x': 0.6156456, 'confidence': 0.25987282}","{'y': 0.69368666, 'x': 0.61264044, 'confidence': 0.2630341}","{'y': 0.717486, 'x': 0.6124502, 'confidence': 0.16953343}","{'y': 0.7182088, 'x': 0.61313456, 'confidence': 0.17288026}","{'y': 0.7288806, 'x': 0.6056949, 'confidence': 0.13399984}","{'y': 0.7280623, 'x': 0.6049493, 'confidence': 0.13624164}","{'y': 0.7175473, 'x': 0.6052768, 'confidence': 0.1679564}","{'y': 0.7185803, 'x': 0.60301894, 'confidence': 0.1618809}","{'y': 0.77373606, 'x': 0.60844, 'confidence': 0.112464204}","{'y': 0.77309304, 'x': 0.6096152, 'confidence': 0.113635585}","{'y': 0.7935954, 'x': 0.59434825, 'confidence': 0.16847397}","{'y': 0.7937703, 'x': 0.5952054, 'confidence': 0.1715872}","{'y': 0.7970142, 'x': 0.5942742, 'confidence': 0.13697453}","{'y': 0.80898607, 'x': 0.60061824, 'confidence': 0.11676662}"
"{'y': 0.60195625, 'x': 0.41466492, 'confidence': 0.34225005}","{'y': 0.5889049, 'x': 0.42103383, 'confidence': 0.28156808}","{'y': 0.6008977, 'x': 0.41385764, 'confidence': 0.24595273}","{'y': 0.60563225, 'x': 0.4182948, 'confidence': 0.2828546}","{'y': 0.6058718, 'x': 0.41507733, 'confidence': 0.26516017}","{'y': 0.6180499, 'x': 0.42170006, 'confidence': 0.23715249}","{'y': 0.6208838, 'x': 0.42249113, 'confidence': 0.23816425}","{'y': 0.6636833, 'x': 0.39961118, 'confidence': 0.23746483}","{'y': 0.6537513, 'x': 0.3989676, 'confidence': 0.1754635}","{'y': 0.6846904, 'x': 0.39609498, 'confidence': 0.19806516}","{'y': 0.68453366, 'x': 0.39266273, 'confidence': 0.189025}","{'y': 0.7009036, 'x': 0.39820713, 'confidence': 0.24599457}","{'y': 0.7014232, 'x': 0.39720035, 'confidence': 0.2524947}","{'y': 0.74582255, 'x': 0.39123562, 'confidence': 0.15463312}","{'y': 0.74588615, 'x': 0.38971785, 'confidence': 0.15055728}","{'y': 0.75941575, 'x': 0.3847788, 'confidence': 0.11576794}","{'y': 0.7787254, 'x': 0.38374144, 'confidence': 0.08222647}"
"{'y': 0.6590828, 'x': 0.6164643, 'confidence': 0.3071223}","{'y': 0.6552531, 'x': 0.6161989, 'confidence': 0.29840538}","{'y': 0.6555862, 'x': 0.61466444, 'confidence': 0.31112474}","{'y': 0.65664184, 'x': 0.6165708, 'confidence': 0.33579987}","{'y': 0.6574366, 'x': 0.6125845, 'confidence': 0.3056689}","{'y': 0.6734553, 'x': 0.6161487, 'confidence': 0.30980968}","{'y': 0.67447275, 'x': 0.61143136, 'confidence': 0.32983646}","{'y': 0.68732524, 'x': 0.6138878, 'confidence': 0.24561498}","{'y': 0.67952275, 'x': 0.60648257, 'confidence': 0.34336993}","{'y': 0.70645946, 'x': 0.61116856, 'confidence': 0.25148645}","{'y': 0.7058894, 'x': 0.6047783, 'confidence': 0.253025}","{'y': 0.7400765, 'x': 0.6076794, 'confidence': 0.24143468}","{'y': 0.73863745, 'x': 0.6047955, 'confidence': 0.237459}","{'y': 0.766853, 'x': 0.59409267, 'confidence': 0.23037097}","{'y': 0.7653632, 'x': 0.5946739, 'confidence': 0.23743302}","{'y': 0.77793187, 'x': 0.60271245, 'confidence': 0.13420591}","{'y': 0.8025529, 'x': 0.61146307, 'confidence': 0.147381}"
"{'y': 0.64012486, 'x': 0.59759337, 'confidence': 0.27560195}","{'y': 0.6268757, 'x': 0.60407627, 'confidence': 0.4029521}","{'y': 0.6284938, 'x': 0.6025885, 'confidence': 0.38538352}","{'y': 0.634831, 'x': 0.60241395, 'confidence': 0.2816547}","{'y': 0.6372449, 'x': 0.5959784, 'confidence': 0.20536077}","{'y': 0.6610284, 'x': 0.60186327, 'confidence': 0.30140588}","{'y': 0.6632356, 'x': 0.59923464, 'confidence': 0.2974515}","{'y': 0.6799995, 'x': 0.6032858, 'confidence': 0.21664356}","{'y': 0.67292017, 'x': 0.5951071, 'confidence': 0.31520078}","{'y': 0.69974244, 'x': 0.59956753, 'confidence': 0.23195031}","{'y': 0.6993926, 'x': 0.5912232, 'confidence': 0.24715154}","{'y': 0.7329531, 'x': 0.6042679, 'confidence': 0.24011363}","{'y': 0.73199046, 'x': 0.6019871, 'confidence': 0.24436165}","{'y': 0.7646639, 'x': 0.5899495, 'confidence': 0.23178422}","{'y': 0.7633129, 'x': 0.59012216, 'confidence': 0.29248077}","{'y': 0.81889796, 'x': 0.59960383, 'confidence': 0.19256094}","{'y': 0.812979, 'x': 0.6055895, 'confidence': 0.21701331}"
"{'y': 0.65667605, 'x': 0.40801677, 'confidence': 0.36129048}","{'y': 0.65261775, 'x': 0.41017926, 'confidence': 0.30762902}","{'y': 0.6539565, 'x': 0.40727606, 'confidence': 0.30442846}","{'y': 0.65327406, 'x': 0.41763487, 'confidence': 0.30056906}","{'y': 0.6547063, 'x': 0.40854198, 'confidence': 0.2819114}","{'y': 0.6745028, 'x': 0.4106586, 'confidence': 0.24746342}","{'y': 0.6781715, 'x': 0.40699303, 'confidence': 0.2559953}","{'y': 0.6810908, 'x': 0.41092804, 'confidence': 0.18330222}","{'y': 0.6829816, 'x': 0.40410247, 'confidence': 0.20653813}","{'y': 0.69303954, 'x': 0.41785118, 'confidence': 0.14632873}","{'y': 0.69485337, 'x': 0.41237587, 'confidence': 0.1707433}","{'y': 0.73819476, 'x': 0.4208805, 'confidence': 0.09127364}","{'y': 0.739924, 'x': 0.4218418, 'confidence': 0.09790849}","{'y': 0.7806427, 'x': 0.4224938, 'confidence': 0.12909229}","{'y': 0.7818315, 'x': 0.41725606, 'confidence': 0.114777744}","{'y': 0.79416305, 'x': 0.4172102, 'confidence': 0.09526674}","{'y': 0.80633175, 'x': 0.42236972, 'confidence': 0.07266938}"
"{'y': 0.6252225, 'x': 0.6123651, 'confidence': 0.42996827}","{'y': 0.6200414, 'x': 0.61431193, 'confidence': 0.34873468}","{'y': 0.62109137, 'x': 0.6103799, 'confidence': 0.34102744}","{'y': 0.62253976, 'x': 0.61765754, 'confidence': 0.37656555}","{'y': 0.6239102, 'x': 0.60878634, 'confidence': 0.32824838}","{'y': 0.6447742, 'x': 0.6167749, 'confidence': 0.27345097}","{'y': 0.64854884, 'x': 0.6077599, 'confidence': 0.3238453}","{'y': 0.65906453, 'x': 0.6205963, 'confidence': 0.20468727}","{'y': 0.6555408, 'x': 0.6075927, 'confidence': 0.2498843}","{'y': 0.66979295, 'x': 0.6115219, 'confidence': 0.17380404}","{'y': 0.67414623, 'x': 0.60165286, 'confidence': 0.20701927}","{'y': 0.71506864, 'x': 0.6197842, 'confidence': 0.24132663}","{'y': 0.7148303, 'x': 0.6176417, 'confidence': 0.24114002}","{'y': 0.7531216, 'x': 0.60610276, 'confidence': 0.2112096}","{'y': 0.75400704, 'x': 0.6086428, 'confidence': 0.21459001}","{'y': 0.7796639, 'x': 0.6135911, 'confidence': 0.12363293}","{'y': 0.8029121, 'x': 0.6260182, 'confidence': 0.11441838}"
"{'y': 0.54874456, 'x': 0.53691703, 'confidence': 0.19565557}","{'y': 0.54401076, 'x': 0.5370609, 'confidence': 0.16751674}","{'y': 0.54532844, 'x': 0.5361234, 'confidence': 0.17340313}","{'y': 0.5453924, 'x': 0.53869367, 'confidence': 0.19450939}","{'y': 0.5466003, 'x': 0.5347882, 'confidence': 0.17985617}","{'y': 0.55946654, 'x': 0.53777266, 'confidence': 0.23199789}","{'y': 0.56259453, 'x': 0.5338305, 'confidence': 0.24130069}","{'y': 0.58558226, 'x': 0.5658666, 'confidence': 0.06588175}","{'y': 0.5794431, 'x': 0.5425854, 'confidence': 0.07311795}","{'y': 0.61600065, 'x': 0.57726264, 'confidence': 0.04875852}","{'y': 0.60323614, 'x': 0.5440557, 'confidence': 0.07231913}","{'y': 0.6202477, 'x': 0.5517358, 'confidence': 0.05166394}","{'y': 0.602774, 'x': 0.5357043, 'confidence': 0.09203411}","{'y': 0.61264294, 'x': 0.5393098, 'confidence': 0.078182295}","{'y': 0.82032573, 'x': 0.5810149, 'confidence': 0.16084716}","{'y': 0.7549866, 'x': 0.59835726, 'confidence': 0.060923286}","{'y': 0.7584248, 'x': 0.5689585, 'confidence': 0.04447882}"
"{'y': 0.67034596, 'x': 0.37926555, 'confidence': 0.3318865}","{'y': 0.6673192, 'x': 0.37944806, 'confidence': 0.32389212}","{'y': 0.66834617, 'x': 0.3772851, 'confidence': 0.32109416}","{'y': 0.67055947, 'x': 0.3790448, 'confidence': 0.3282332}","{'y': 0.67150414, 'x': 0.36589018, 'confidence': 0.31773874}","{'y': 0.6928957, 'x': 0.3782082, 'confidence': 0.26995438}","{'y': 0.69500333, 'x': 0.3644819, 'confidence': 0.2987323}","{'y': 0.7342427, 'x': 0.37536782, 'confidence': 0.19296686}","{'y': 0.7314083, 'x': 0.3683493, 'confidence': 0.1888416}","{'y': 0.74035484, 'x': 0.36827436, 'confidence': 0.16002767}","{'y': 0.74078995, 'x': 0.3672986, 'confidence': 0.1740188}","{'y': 0.7634876, 'x': 0.37347236, 'confidence': 0.30734566}","{'y': 0.76598716, 'x': 0.37151688, 'confidence': 0.317838}","{'y': 0.779962, 'x': 0.37851492, 'confidence': 0.26709625}","{'y': 0.7841042, 'x': 0.37870958, 'confidence': 0.27708325}","{'y': 0.8394083, 'x': 0.35405993, 'confidence': 0.13558668}","{'y': 0.85206187, 'x': 0.3512019, 'confidence': 0.11511986}"
"{'y': 0.54157335, 'x': 0.4580663, 'confidence': 0.23724747}","{'y': 0.5342502, 'x': 0.45902693, 'confidence': 0.23210368}","{'y': 0.53649366, 'x': 0.45760417, 'confidence': 0.220285}","{'y': 0.5289489, 'x': 0.46381667, 'confidence': 0.27263278}","{'y': 0.53160554, 'x': 0.46030092, 'confidence': 0.23994525}","{'y': 0.5602015, 'x': 0.4625143, 'confidence': 0.25071615}","{'y': 0.56067616, 'x': 0.4607636, 'confidence': 0.2537769}","{'y': 0.57412905, 'x': 0.45521232, 'confidence': 0.12271864}","{'y': 0.5750043, 'x': 0.44282317, 'confidence': 0.14374168}","{'y': 0.5814489, 'x': 0.45279926, 'confidence': 0.07307955}","{'y': 0.59713244, 'x': 0.4396626, 'confidence': 0.10657417}","{'y': 0.63019747, 'x': 0.46066627, 'confidence': 0.07281347}","{'y': 0.63187516, 'x': 0.46227625, 'confidence': 0.07722357}","{'y': 0.6901318, 'x': 0.40927, 'confidence': 0.10139827}","{'y': 0.6932238, 'x': 0.41170764, 'confidence': 0.10176924}","{'y': 0.7093328, 'x': 0.4065197, 'confidence': 0.10642698}","{'y': 0.71021086, 'x': 0.40919358, 'confidence': 0.11772783}"
"{'y': 0.514026, 'x': 0.53370196, 'confidence': 0.25718546}","{'y': 0.5095764, 'x': 0.5370391, 'confidence': 0.27564353}","{'y': 0.5125053, 'x': 0.53358924, 'confidence': 0.32982948}","{'y': 0.5022898, 'x': 0.5413589, 'confidence': 0.2526442}","{'y': 0.5082362, 'x': 0.5349128, 'confidence': 0.25386083}","{'y': 0.53316236, 'x': 0.53838885, 'confidence': 0.31111044}","{'y': 0.54099846, 'x': 0.52967364, 'confidence': 0.40389258}","{'y': 0.5687317, 'x': 0.5420627, 'confidence': 0.24210675}","{'y': 0.56853586, 'x': 0.53256035, 'confidence': 0.24279825}","{'y': 0.5950161, 'x': 0.5458089, 'confidence': 0.22387156}","{'y': 0.5955088, 'x': 0.53784347, 'confidence': 0.21415935}","{'y': 0.60512644, 'x': 0.5413699, 'confidence': 0.27862516}","{'y': 0.60548264, 'x': 0.5360028, 'confidence': 0.2957309}","{'y': 0.6874044, 'x': 0.56803477, 'confidence': 0.23034632}","{'y': 0.6880267, 'x': 0.5498949, 'confidence': 0.18901014}","{'y': 0.7226969, 'x': 0.571018, 'confidence': 0.18598281}","{'y': 0.72173107, 'x': 0.5633322, 'confidence': 0.16398613}"
"{'y': 0.5593055, 'x': 0.41422653, 'confidence': 0.071030214}","{'y': 0.55424076, 'x': 0.432763, 'confidence': 0.05832226}","{'y': 0.55411273, 'x': 0.41190436, 'confidence': 0.062575795}","{'y': 0.5462553, 'x': 0.45900998, 'confidence': 0.1144712}","{'y': 0.5513768, 'x': 0.32823735, 'confidence': 0.14654645}","{'y': 0.58384365, 'x': 0.46479082, 'confidence': 0.07584367}","{'y': 0.5827985, 'x': 0.4429004, 'confidence': 0.06370557}","{'y': 0.60396284, 'x': 0.47179586, 'confidence': 0.020558449}","{'y': 0.5907534, 'x': 0.40742537, 'confidence': 0.036502536}","{'y': 0.6346448, 'x': 0.4563998, 'confidence': 0.02035019}","{'y': 0.64352864, 'x': 0.39154857, 'confidence': 0.037796006}","{'y': 0.7093082, 'x': 0.48071852, 'confidence': 0.024319682}","{'y': 0.7098685, 'x': 0.486784, 'confidence': 0.028814202}","{'y': 0.73199135, 'x': 0.4179843, 'confidence': 0.041427787}","{'y': 0.73352104, 'x': 0.45674255, 'confidence': 0.023220498}","{'y': 0.8013161, 'x': 0.42460054, 'confidence': 0.02962453}","{'y': 0.72794265, 'x': 0.42158183, 'confidence': 0.047718838}"
"{'y': 0.66113293, 'x': 0.9140947, 'confidence': 0.2159607}","{'y': 0.6399589, 'x': 0.899952, 'confidence': 0.25776482}","{'y': 0.6414849, 'x': 0.89285594, 'confidence': 0.24433678}","{'y': 0.65305483, 'x': 0.9186487, 'confidence': 0.17576034}","{'y': 0.6430351, 'x': 0.889873, 'confidence': 0.2229041}","{'y': 0.70931154, 'x': 0.91957617, 'confidence': 0.1794523}","{'y': 0.7130306, 'x': 0.90354145, 'confidence': 0.20750524}","{'y': 0.7535001, 'x': 0.92311126, 'confidence': 0.1771315}","{'y': 0.7500361, 'x': 0.90004385, 'confidence': 0.14752515}","{'y': 0.7874388, 'x': 0.929093, 'confidence': 0.12287636}","{'y': 0.77247506, 'x': 0.90605515, 'confidence': 0.100856364}","{'y': 0.80613583, 'x': 0.91953695, 'confidence': 0.21336731}","{'y': 0.8053926, 'x': 0.9150661, 'confidence': 0.20480983}","{'y': 0.88093615, 'x': 0.9305473, 'confidence': 0.11016917}","{'y': 0.88543123, 'x': 0.92867655, 'confidence': 0.10833454}","{'y': 0.9687998, 'x': 0.93322545, 'confidence': 0.04751265}","{'y': 0.9679725, 'x': 0.9207421, 'confidence': 0.060456544}"
